DC ID,Latitude,Longitude,Assemb,Fixed,q0,c0,q1_old,c1,q2_old,c2
DC0991,30.398,-89.104,6.66,125700,150000,0.63,100000,0.57,100000,0.57
DC0992,31.215,-89.285,2.86,130500,150000,0.65,100000,0.59,100000,0.59
DC0993,33.459,-90.658,0.99,129100,150000,0.65,100000,0.58,100000,0.58
DC0994,32.336,-90.157,7.69,131600,150000,0.66,100000,0.59,100000,0.59
DC0995,31.7,-89.137,3.55,136600,150000,0.68,100000,0.61,100000,0.61
DC0996,32.515,-90.131,5.18,133300,150000,0.67,100000,0.6,100000,0.6
DC0997,31.239,-90.394,5.99,160700,150000,0.8,100000,0.72,100000,0.72
DC0998,32.303,-88.595,5.29,127900,150000,0.64,100000,0.58,100000,0.58
DC0999,34.461,-89.056,1.57,111900,150000,0.56,100000,0.5,100000,0.5
DC1000,34.929,-89.832,3.00,107700,150000,0.54,100000,0.48,100000,0.48
DC1001,33.812,-90.529,0.07,108800,150000,0.54,100000,0.49,100000,0.49
DC1002,30.364,-88.523,1.93,122900,150000,0.61,100000,0.55,100000,0.55
DC1003,31.329,-89.19,2.27,123800,150000,0.62,100000,0.56,100000,0.56
DC1004,32.76,-89.133,3.03,134100,150000,0.67,100000,0.6,100000,0.6
DC1005,32.435,-90.159,1.89,129400,150000,0.65,100000,0.58,100000,0.58
DC1006,34.984,-89.991,3.68,111000,150000,0.56,100000,0.5,100000,0.5
DC1007,33.478,-88.826,2.12,133900,150000,0.67,100000,0.6,100000,0.6
DC1008,34.214,-88.769,1.04,108900,150000,0.54,100000,0.49,100000,0.49
DC1009,30.285,-89.389,2.89,140700,150000,0.7,100000,0.63,100000,0.63
DC1010,45.967,-111.157,3.50,148000,150000,0.74,100000,0.67,100000,0.67
DC1011,45.558,-108.394,3.71,146800,150000,0.73,100000,0.66,100000,0.66
DC1012,46.06,-112.491,0.12,147900,150000,0.74,100000,0.67,100000,0.67
DC1013,47.302,-111.352,2.86,150900,150000,0.75,100000,0.68,100000,0.68
DC1014,47.516,-111.28,1.58,145500,150000,0.73,100000,0.65,100000,0.65
DC1015,48.187,-114.27,0.56,146700,150000,0.73,100000,0.66,100000,0.66
DC1016,46.85,-113.987,4.08,138400,150000,0.69,100000,0.62,100000,0.62
DC1017,47.577,-104.021,0.03,171600,150000,0.86,100000,0.77,100000,0.77
DC1018,35.321,-80.21,4.09,122700,150000,0.61,100000,0.55,100000,0.55
DC1019,35.718,-78.918,0.30,145800,150000,0.73,100000,0.66,100000,0.66
DC1020,35.458,-82.573,2.19,128000,150000,0.64,100000,0.58,100000,0.58
DC1021,35.731,-79.796,7.97,115300,150000,0.58,100000,0.52,100000,0.52
DC1022,35.593,-82.557,7.93,124700,150000,0.62,100000,0.56,100000,0.56
DC1023,35.201,-81.042,0.77,147500,150000,0.74,100000,0.66,100000,0.66
DC1024,35.692,-82.324,1.20,119300,150000,0.6,100000,0.54,100000,0.54
DC1025,36.208,-81.625,7.58,116800,150000,0.58,100000,0.53,100000,0.53
DC1026,35.219,-82.778,3.73,129400,150000,0.65,100000,0.58,100000,0.58
DC1027,36.096,-79.438,7.52,115600,150000,0.58,100000,0.52,100000,0.52
DC1028,34.799,-76.987,6.41,127400,150000,0.64,100000,0.57,100000,0.57
DC1029,35.77,-78.782,5.84,139900,150000,0.7,100000,0.63,100000,0.63
DC1030,35.228,-81.109,5.91,147600,150000,0.74,100000,0.66,100000,0.66
DC1031,35.046,-78.339,7.95,132500,150000,0.66,100000,0.6,100000,0.6
DC1032,35.4,-80.655,2.85,154300,150000,0.77,100000,0.69,100000,0.69
DC1033,35.514,-81.009,2.14,147900,150000,0.74,100000,0.67,100000,0.67
DC1034,35.237,-78.521,0.63,135200,150000,0.68,100000,0.61,100000,0.61
DC1035,35.966,-78.804,2.14,139800,150000,0.7,100000,0.63,100000,0.63
DC1036,36.293,-76.317,4.60,144800,150000,0.72,100000,0.65,100000,0.65
DC1037,36.33,-80.799,0.60,119400,150000,0.6,100000,0.54,100000,0.54
DC1038,35.31,-78.714,3.06,141600,150000,0.71,100000,0.64,100000,0.64
DC1039,35.094,-78.963,5.27,137600,150000,0.69,100000,0.62,100000,0.62
DC1040,35.304,-81.877,7.43,120400,150000,0.6,100000,0.54,100000,0.54
DC1041,35.171,-83.464,3.80,129900,150000,0.65,100000,0.58,100000,0.58
DC1042,35.655,-78.589,0.48,140800,150000,0.7,100000,0.63,100000,0.63
DC1043,36.461,-77.551,0.35,129300,150000,0.65,100000,0.58,100000,0.58
DC1044,35.253,-81.153,1.22,142300,150000,0.71,100000,0.64,100000,0.64
DC1045,35.39,-78.088,7.72,133600,150000,0.67,100000,0.6,100000,0.6
DC1046,36.107,-79.852,2.60,119500,150000,0.6,100000,0.54,100000,0.54
DC1047,35.537,-77.321,2.47,139100,150000,0.7,100000,0.63,100000,0.63
DC1048,34.435,-77.677,6.51,122300,150000,0.61,100000,0.55,100000,0.55
DC1049,36.091,-75.824,1.45,143400,150000,0.72,100000,0.65,100000,0.65
DC1050,36.334,-78.396,0.37,138400,150000,0.69,100000,0.62,100000,0.62
DC1051,35.39,-82.367,0.73,122000,150000,0.61,100000,0.55,100000,0.55
DC1052,35.766,-81.329,4.58,142400,150000,0.71,100000,0.64,100000,0.64
DC1053,36.009,-80.02,6.73,122100,150000,0.61,100000,0.55,100000,0.55
DC1054,34.916,-78.918,2.50,135400,150000,0.68,100000,0.61,100000,0.61
DC1055,35.417,-80.877,5.34,153600,150000,0.77,100000,0.69,100000,0.69
DC1056,35.102,-80.599,6.31,153800,150000,0.77,100000,0.69,100000,0.69
DC1057,34.722,-77.493,7.84,123700,150000,0.62,100000,0.56,100000,0.56
DC1058,35.492,-80.577,3.30,141200,150000,0.71,100000,0.64,100000,0.64
DC1059,36.132,-80.076,7.16,117600,150000,0.59,100000,0.53,100000,0.53
DC1060,35.26,-77.58,5.67,133500,150000,0.67,100000,0.6,100000,0.6
DC1061,35.785,-78.487,0.62,144800,150000,0.72,100000,0.65,100000,0.65
DC1062,34.778,-79.448,7.24,140100,150000,0.7,100000,0.63,100000,0.63
DC1063,36.009,-81.56,2.75,113700,150000,0.57,100000,0.51,100000,0.51
DC1064,35.849,-80.299,7.63,115700,150000,0.58,100000,0.52,100000,0.52
DC1065,35.49,-81.274,2.58,143900,150000,0.72,100000,0.65,100000,0.65
DC1066,34.662,-78.884,4.61,135900,150000,0.68,100000,0.61,100000,0.61
DC1067,35.716,-82.019,4.38,129800,150000,0.65,100000,0.58,100000,0.58
DC1068,35.111,-80.71,7.48,149500,150000,0.75,100000,0.67,100000,0.67
DC1069,36.435,-79.975,2.03,125100,150000,0.63,100000,0.56,100000,0.56
DC1070,36.105,-79.268,1.07,120900,150000,0.6,100000,0.54,100000,0.54
DC1071,35.937,-80.588,1.23,120600,150000,0.6,100000,0.54,100000,0.54
DC1072,35.085,-80.522,5.19,143100,150000,0.72,100000,0.64,100000,0.64
DC1073,35.591,-80.877,6.51,143700,150000,0.72,100000,0.65,100000,0.65
DC1074,34.739,-76.745,1.59,133300,150000,0.67,100000,0.6,100000,0.6
DC1075,35.854,-81.822,7.62,113000,150000,0.57,100000,0.51,100000,0.51
DC1076,35.839,-78.827,5.05,135400,150000,0.68,100000,0.61,100000,0.61
DC1077,36.476,-80.611,6.97,123700,150000,0.62,100000,0.56,100000,0.56
DC1078,35.088,-84.034,3.50,136100,150000,0.68,100000,0.61,100000,0.61
DC1079,35.164,-76.964,3.60,130500,150000,0.65,100000,0.59,100000,0.59
DC1080,35.661,-81.23,5.43,144900,150000,0.72,100000,0.65,100000,0.65
DC1081,35.752,-79.177,2.66,144600,150000,0.72,100000,0.65,100000,0.65
DC1082,35.67,-78.66,5.48,140200,150000,0.7,100000,0.63,100000,0.63
DC1083,36.379,-79.695,0.21,116000,150000,0.58,100000,0.52,100000,0.52
DC1084,36.426,-77.722,4.66,140300,150000,0.7,100000,0.63,100000,0.63
DC1085,34.94,-79.807,0.33,139400,150000,0.7,100000,0.63,100000,0.63
DC1086,35.917,-77.768,0.49,140200,150000,0.7,100000,0.63,100000,0.63
DC1087,35.963,-77.853,7.62,135000,150000,0.68,100000,0.61,100000,0.61
DC1088,36.41,-78.963,4.92,144400,150000,0.72,100000,0.65,100000,0.65
DC1089,35.7,-80.466,1.10,114900,150000,0.57,100000,0.52,100000,0.52
DC1090,35.556,-79.155,7.87,140800,150000,0.7,100000,0.63,100000,0.63
DC1091,35.58,-78.27,7.79,143900,150000,0.72,100000,0.65,100000,0.65
DC1092,33.969,-78.396,1.95,119800,150000,0.6,100000,0.54,100000,0.54
DC1093,35.338,-81.582,7.35,142400,150000,0.71,100000,0.64,100000,0.64
DC1094,35.503,-78.362,3.28,143800,150000,0.72,100000,0.65,100000,0.65
DC1095,35.174,-79.369,3.53,135800,150000,0.68,100000,0.61,100000,0.61
DC1096,33.99,-78.042,6.56,124100,150000,0.62,100000,0.56,100000,0.56
DC1097,35.851,-80.877,2.97,154300,150000,0.77,100000,0.69,100000,0.69
DC1098,35.611,-82.41,0.02,123100,150000,0.62,100000,0.55,100000,0.55
DC1099,35.913,-77.516,1.50,137700,150000,0.69,100000,0.62,100000,0.62
DC1100,35.688,-80.866,1.59,147900,150000,0.74,100000,0.67,100000,0.67
DC1101,35.999,-78.589,6.54,144500,150000,0.72,100000,0.65,100000,0.65
DC1102,35.547,-77.052,2.48,126300,150000,0.63,100000,0.57,100000,0.57
DC1103,34.928,-80.744,7.27,143300,150000,0.72,100000,0.64,100000,0.64
DC1104,35.473,-83.015,3.90,126400,150000,0.63,100000,0.57,100000,0.57
DC1105,35.706,-82.54,7.32,119200,150000,0.6,100000,0.54,100000,0.54
DC1106,35.265,-79.538,6.43,130800,150000,0.65,100000,0.59,100000,0.59
DC1107,36.358,-81.461,3.83,119000,150000,0.6,100000,0.54,100000,0.54
DC1108,34.319,-78.725,7.79,118700,150000,0.59,100000,0.53,100000,0.53
DC1109,36.137,-81.23,1.22,145800,150000,0.73,100000,0.66,100000,0.66
DC1110,34.225,-77.871,3.33,127500,150000,0.64,100000,0.57,100000,0.57
DC1111,35.673,-77.905,3.33,140200,150000,0.7,100000,0.63,100000,0.63
DC1112,36.105,-80.204,1.96,114800,150000,0.57,100000,0.52,100000,0.52
DC1113,35.528,-77.436,1.25,141000,150000,0.71,100000,0.63,100000,0.63
DC1114,35.844,-78.316,2.14,142600,150000,0.71,100000,0.64,100000,0.64
DC1115,46.824,-100.66,3.06,129500,150000,0.65,100000,0.58,100000,0.58
DC1116,46.922,-96.84,3.15,139000,150000,0.7,100000,0.63,100000,0.63
DC1117,47.877,-97.158,4.74,145900,150000,0.73,100000,0.66,100000,0.66
DC1118,47.954,-97.168,1.20,149000,150000,0.75,100000,0.67,100000,0.67
DC1119,46.912,-98.837,4.39,140200,150000,0.7,100000,0.63,100000,0.63
DC1120,46.881,-100.994,3.57,137200,150000,0.69,100000,0.62,100000,0.62
DC1121,48.141,-101.314,6.09,146000,150000,0.73,100000,0.66,100000,0.66
DC1122,46.868,-100.291,2.16,127100,150000,0.64,100000,0.57,100000,0.57
DC1123,46.867,-96.954,3.81,138100,150000,0.69,100000,0.62,100000,0.62
DC1124,42.233,-102.714,4.04,174700,150000,0.87,100000,0.79,100000,0.79
DC1125,41.489,-97.309,0.99,126200,150000,0.63,100000,0.57,100000,0.57
DC1126,40.963,-98.287,6.50,136600,150000,0.68,100000,0.61,100000,0.61
DC1127,40.746,-99.035,1.55,132900,150000,0.66,100000,0.6,100000,0.6
DC1128,41.176,-96.073,5.73,140600,150000,0.7,100000,0.63,100000,0.63
DC1129,40.818,-96.695,5.83,130900,150000,0.65,100000,0.59,100000,0.59
DC1130,42.038,-97.395,0.11,127800,150000,0.64,100000,0.58,100000,0.58
DC1131,41.217,-100.755,7.77,126100,150000,0.63,100000,0.57,100000,0.57
DC1132,41.255,-95.98,3.94,141900,150000,0.71,100000,0.64,100000,0.64
DC1133,41.115,-95.994,0.76,144400,150000,0.72,100000,0.65,100000,0.65
DC1134,41.367,-96.344,3.69,137200,150000,0.69,100000,0.62,100000,0.62
DC1135,40.956,-96.514,0.71,131500,150000,0.66,100000,0.59,100000,0.59
DC1136,42.871,-71.608,2.79,220300,150000,1.1,100000,0.99,100000,0.99
DC1137,42.946,-71.549,6.97,219300,150000,1.1,100000,0.99,100000,0.99
DC1138,42.877,-72.461,6.52,226800,150000,1.13,100000,1.02,100000,1.02
DC1139,43.209,-71.549,4.01,238100,150000,1.19,100000,1.07,100000,1.07
DC1140,43.195,-71.691,6.63,228700,150000,1.14,100000,1.03,100000,1.03
DC1141,43.977,-71.22,7.74,231400,150000,1.16,100000,1.04,100000,1.04
DC1142,43.046,-71.085,0.04,218300,150000,1.09,100000,0.98,100000,0.98
DC1143,42.956,-72.307,7.73,237700,150000,1.19,100000,1.07,100000,1.07
DC1144,43.622,-72.249,6.37,219000,150000,1.1,100000,0.99,100000,0.99
DC1145,44.336,-71.785,3.53,231400,150000,1.16,100000,1.04,100000,1.04
DC1146,42.956,-71.442,7.71,221600,150000,1.11,100000,1,100000,1
DC1147,43.648,-71.495,5.44,238100,150000,1.19,100000,1.07,100000,1.07
DC1148,42.747,-71.46,7.55,232900,150000,1.16,100000,1.05,100000,1.05
DC1149,42.982,-70.824,4.50,233300,150000,1.17,100000,1.05,100000,1.05
DC1150,43.147,-71.406,6.52,235900,150000,1.18,100000,1.06,100000,1.06
DC1151,43.029,-71.204,6.67,227600,150000,1.14,100000,1.02,100000,1.02
DC1152,43.273,-70.99,1.93,226600,150000,1.13,100000,1.02,100000,1.02
DC1153,42.777,-71.216,6.80,235600,150000,1.18,100000,1.06,100000,1.06
DC1154,42.889,-70.854,1.78,221400,150000,1.11,100000,1,100000,1
DC1155,42.843,-72.307,0.76,216400,150000,1.08,100000,0.97,100000,0.97
DC1156,39.473,-74.464,0.37,144000,150000,0.72,100000,0.65,100000,0.65
DC1157,40.659,-74.106,2.04,141800,150000,0.71,100000,0.64,100000,0.64
DC1158,40.067,-74.839,2.65,150500,150000,0.75,100000,0.68,100000,0.68
DC1159,40.82,-74.059,4.85,139400,150000,0.7,100000,0.63,100000,0.63
DC1160,40.375,-74.494,0.49,146300,150000,0.73,100000,0.66,100000,0.66
DC1161,40.022,-74.956,3.29,147100,150000,0.74,100000,0.66,100000,0.66
DC1162,39.823,-75.12,4.28,150500,150000,0.75,100000,0.68,100000,0.68
DC1163,40.433,-74.412,1.95,140000,150000,0.7,100000,0.63,100000,0.63
DC1164,40.814,-74.083,7.69,139000,150000,0.7,100000,0.63,100000,0.63
DC1165,40.506,-74.394,1.14,148700,150000,0.74,100000,0.67,100000,0.67
DC1166,40.667,-74.204,5.37,148200,150000,0.74,100000,0.67,100000,0.67
DC1167,40.85,-74.704,4.25,149000,150000,0.75,100000,0.67,100000,0.67
DC1168,40.511,-74.647,4.84,150200,150000,0.75,100000,0.68,100000,0.68
DC1169,40.377,-74.183,5.85,140200,150000,0.7,100000,0.63,100000,0.63
DC1170,40.943,-74.658,7.64,144200,150000,0.72,100000,0.65,100000,0.65
DC1171,40.141,-74.206,2.26,147000,150000,0.74,100000,0.66,100000,0.66
DC1172,40.336,-74.433,2.74,142900,150000,0.71,100000,0.64,100000,0.64
DC1173,40.716,-74.074,0.88,146300,150000,0.73,100000,0.66,100000,0.66
DC1174,40.515,-74.303,4.27,147000,150000,0.74,100000,0.66,100000,0.66
DC1175,40.081,-74.206,0.34,138800,150000,0.69,100000,0.62,100000,0.62
DC1176,39.869,-75.029,1.24,143900,150000,0.72,100000,0.65,100000,0.65
DC1177,40.642,-74.816,4.11,147400,150000,0.74,100000,0.66,100000,0.66
DC1178,39.749,-75.33,3.61,148700,150000,0.74,100000,0.67,100000,0.67
DC1179,40.295,-73.989,4.52,146300,150000,0.73,100000,0.66,100000,0.66
DC1180,39.958,-74.81,4.48,149200,150000,0.75,100000,0.67,100000,0.67
DC1181,39.952,-74.997,5.92,150400,150000,0.75,100000,0.68,100000,0.68
DC1182,39.357,-75.038,5.12,139000,150000,0.7,100000,0.63,100000,0.63
DC1183,40.836,-74.488,2.66,138800,150000,0.69,100000,0.62,100000,0.62
DC1184,39.882,-75.093,2.45,139100,150000,0.7,100000,0.63,100000,0.63
DC1185,40.021,-74.792,2.68,139600,150000,0.7,100000,0.63,100000,0.63
DC1186,40.731,-74.173,3.80,150400,150000,0.75,100000,0.68,100000,0.68
DC1187,40.486,-74.452,2.77,147900,150000,0.74,100000,0.67,100000,0.67
DC1188,40.805,-74.024,2.44,143400,150000,0.72,100000,0.65,100000,0.65
DC1189,40.954,-74.065,5.77,140200,150000,0.7,100000,0.63,100000,0.63
DC1190,40.862,-74.394,2.38,146700,150000,0.73,100000,0.66,100000,0.66
DC1191,40.913,-74.139,1.46,141700,150000,0.71,100000,0.64,100000,0.64
DC1192,39.97,-75.055,0.53,144800,150000,0.72,100000,0.65,100000,0.65
DC1193,40.555,-74.464,3.08,148200,150000,0.74,100000,0.67,100000,0.67
DC1194,40.604,-74.283,1.41,147100,150000,0.74,100000,0.66,100000,0.66
DC1195,39.02,-74.889,0.04,140600,150000,0.7,100000,0.63,100000,0.63
DC1196,40.909,-74.08,0.57,149400,150000,0.75,100000,0.67,100000,0.67
DC1197,40.782,-74.071,5.90,151700,150000,0.76,100000,0.68,100000,0.68
DC1198,39.762,-75.12,2.48,144400,150000,0.72,100000,0.65,100000,0.65
DC1199,39.724,-74.979,6.31,145800,150000,0.73,100000,0.66,100000,0.66
DC1200,40.859,-74.046,7.40,146700,150000,0.73,100000,0.66,100000,0.66
DC1201,40.853,-74.062,2.65,151700,150000,0.76,100000,0.68,100000,0.68
DC1202,40.22,-74.74,3.62,144900,150000,0.72,100000,0.65,100000,0.65
DC1203,39.789,-75.055,4.76,144800,150000,0.72,100000,0.65,100000,0.65
DC1204,40.684,-74.253,7.63,140500,150000,0.7,100000,0.63,100000,0.63
DC1205,39.838,-74.933,4.57,138900,150000,0.69,100000,0.63,100000,0.63
DC1206,35.134,-106.641,4.96,166200,150000,0.83,100000,0.75,100000,0.75
DC1207,35.132,-106.5,0.21,163400,150000,0.82,100000,0.74,100000,0.74
DC1208,34.527,-103.313,5.87,135100,150000,0.68,100000,0.61,100000,0.61
DC1209,36.792,-108.131,5.73,156300,150000,0.78,100000,0.7,100000,0.7
DC1210,32.3,-106.753,4.37,133900,150000,0.67,100000,0.6,100000,0.6
DC1211,33.575,-104.379,4.39,131300,150000,0.66,100000,0.59,100000,0.59
DC1212,35.62,-106.135,4.60,162300,150000,0.81,100000,0.73,100000,0.73
DC1213,39.13,-119.673,1.59,138900,150000,0.69,100000,0.63,100000,0.63
DC1214,41.185,-115.758,4.51,145100,150000,0.73,100000,0.65,100000,0.65
DC1215,39.613,-119.093,7.95,137800,150000,0.69,100000,0.62,100000,0.62
DC1216,36.063,-115.053,6.39,171900,150000,0.86,100000,0.77,100000,0.77
DC1217,36.038,-115.076,3.80,169900,150000,0.85,100000,0.76,100000,0.76
DC1218,36.203,-115.225,0.37,169800,150000,0.85,100000,0.76,100000,0.76
DC1219,39.53,-119.81,3.28,134600,150000,0.67,100000,0.61,100000,0.61
DC1220,39.54,-119.748,7.52,137400,150000,0.69,100000,0.62,100000,0.62
DC1221,43.869,-76.028,6.66,124500,150000,0.62,100000,0.56,100000,0.56
DC1222,42.72,-73.852,6.34,149600,150000,0.75,100000,0.67,100000,0.67
DC1223,43.038,-78.782,4.62,143800,150000,0.72,100000,0.65,100000,0.65
DC1224,42.93,-74.148,5.52,149800,150000,0.75,100000,0.67,100000,0.67
DC1225,42.902,-76.572,7.16,122400,150000,0.61,100000,0.55,100000,0.55
DC1226,43.148,-76.387,5.69,125800,150000,0.63,100000,0.57,100000,0.57
DC1227,43.01,-78.225,4.03,140400,150000,0.7,100000,0.63,100000,0.63
DC1228,40.736,-73.241,7.11,139400,150000,0.7,100000,0.63,100000,0.63
DC1229,40.665,-73.53,0.08,148000,150000,0.74,100000,0.67,100000,0.67
DC1230,42.202,-75.877,6.27,132400,150000,0.66,100000,0.6,100000,0.6
DC1231,43.082,-74.148,5.40,148400,150000,0.74,100000,0.67,100000,0.67
DC1232,43.211,-77.951,7.04,132600,150000,0.66,100000,0.6,100000,0.6
DC1233,40.805,-73.883,5.55,144700,150000,0.72,100000,0.65,100000,0.65
DC1234,40.668,-73.98,6.72,143100,150000,0.72,100000,0.64,100000,0.64
DC1235,42.88,-78.83,1.69,141900,150000,0.71,100000,0.64,100000,0.64
DC1236,43.033,-76.306,7.77,122600,150000,0.61,100000,0.55,100000,0.55
DC1237,42.834,-77.31,3.42,127500,150000,0.64,100000,0.57,100000,0.57
DC1238,42.208,-73.913,1.26,223300,150000,1.12,100000,1,100000,1
DC1239,42.272,-76.699,7.59,121600,150000,0.61,100000,0.55,100000,0.55
DC1240,42.88,-78.736,0.82,146800,150000,0.73,100000,0.66,100000,0.66
DC1241,41.354,-74.253,5.05,146500,150000,0.73,100000,0.66,100000,0.66
DC1242,43.176,-76.074,3.50,120700,150000,0.6,100000,0.54,100000,0.54
DC1243,40.79,-73.848,2.72,142300,150000,0.71,100000,0.64,100000,0.64
DC1244,40.836,-73.282,7.69,146200,150000,0.73,100000,0.66,100000,0.66
DC1245,42.029,-75.819,3.59,138300,150000,0.69,100000,0.62,100000,0.62
DC1246,42.589,-76.202,2.65,117000,150000,0.59,100000,0.53,100000,0.53
DC1247,40.776,-72.982,7.73,142200,150000,0.71,100000,0.64,100000,0.64
DC1248,42.084,-76.745,2.78,125300,150000,0.63,100000,0.56,100000,0.56
DC1249,42.137,-79.177,5.80,145100,150000,0.73,100000,0.65,100000,0.65
DC1250,40.725,-73.43,4.89,140700,150000,0.7,100000,0.63,100000,0.63
DC1251,43.461,-73.512,0.95,143500,150000,0.72,100000,0.65,100000,0.65
DC1252,43.027,-75.131,1.42,121600,150000,0.61,100000,0.55,100000,0.55
DC1253,43.203,-73.677,1.58,149800,150000,0.75,100000,0.67,100000,0.67
DC1254,42.836,-76.987,3.86,137400,150000,0.69,100000,0.62,100000,0.62
DC1255,40.698,-73.895,6.72,149000,150000,0.75,100000,0.67,100000,0.67
DC1256,42.601,-73.783,3.66,144900,150000,0.72,100000,0.65,100000,0.65
DC1257,42.865,-73.96,5.71,154800,150000,0.77,100000,0.7,100000,0.7
DC1258,42.433,-78.918,1.48,139700,150000,0.7,100000,0.63,100000,0.63
DC1259,40.785,-73.727,3.80,147100,150000,0.74,100000,0.66,100000,0.66
DC1260,42.698,-73.967,5.13,146400,150000,0.73,100000,0.66,100000,0.66
DC1261,42.838,-73.771,3.62,148700,150000,0.74,100000,0.67,100000,0.67
DC1262,42.728,-78.861,1.94,136500,150000,0.68,100000,0.61,100000,0.61
DC1263,41.308,-74.065,7.31,146900,150000,0.73,100000,0.66,100000,0.66
DC1264,43.076,-75.003,6.77,114000,150000,0.57,100000,0.51,100000,0.51
DC1265,40.762,-73.518,4.96,150100,150000,0.75,100000,0.68,100000,0.68
DC1266,41.719,-74.007,6.16,227800,150000,1.14,100000,1.03,100000,1.03
DC1267,42.335,-77.677,3.83,136100,150000,0.68,100000,0.61,100000,0.61
DC1268,42.226,-73.771,1.88,230800,150000,1.15,100000,1.04,100000,1.04
DC1269,40.727,-73.212,6.47,142200,150000,0.71,100000,0.64,100000,0.64
DC1270,42.436,-76.526,2.27,119600,150000,0.6,100000,0.54,100000,0.54
DC1271,41.951,-74.007,0.01,234500,150000,1.17,100000,1.06,100000,1.06
DC1272,42.898,-78.634,4.04,138600,150000,0.69,100000,0.62,100000,0.62
DC1273,43.109,-76.184,2.83,119600,150000,0.6,100000,0.54,100000,0.54
DC1274,42.512,-73.63,3.55,227800,150000,1.14,100000,1.03,100000,1.03
DC1275,43.097,-77.344,4.28,135800,150000,0.68,100000,0.61,100000,0.61
DC1276,43.159,-75.271,1.70,116000,150000,0.58,100000,0.52,100000,0.52
DC1277,40.722,-73.91,5.59,144500,150000,0.72,100000,0.65,100000,0.65
DC1278,40.835,-72.982,2.73,230800,150000,1.15,100000,1.04,100000,1.04
DC1279,41.434,-74.476,2.88,133200,150000,0.67,100000,0.6,100000,0.6
DC1280,41.518,-74.241,0.74,217000,150000,1.09,100000,0.98,100000,0.98
DC1281,41.389,-74.094,4.22,233000,150000,1.17,100000,1.05,100000,1.05
DC1282,40.909,-73.833,2.54,145000,150000,0.73,100000,0.65,100000,0.65
DC1283,43.059,-75.306,5.68,118800,150000,0.59,100000,0.53,100000,0.53
DC1284,40.897,-73.786,3.57,141500,150000,0.71,100000,0.64,100000,0.64
DC1285,41.448,-74.089,4.76,232500,150000,1.16,100000,1.05,100000,1.05
DC1286,40.722,-74.009,4.60,147000,150000,0.74,100000,0.66,100000,0.66
DC1287,41.531,-74.054,5.83,232600,150000,1.16,100000,1.05,100000,1.05
DC1288,40.672,-73.939,4.08,138000,150000,0.69,100000,0.62,100000,0.62
DC1289,43.074,-78.861,1.27,134900,150000,0.67,100000,0.61,100000,0.61
DC1290,42.546,-75.551,2.70,118100,150000,0.59,100000,0.53,100000,0.53
DC1291,40.734,-73.129,7.49,138100,150000,0.69,100000,0.62,100000,0.62
DC1292,44.655,-75.504,1.29,117800,150000,0.59,100000,0.53,100000,0.53
DC1293,42.1,-78.407,0.13,146900,150000,0.73,100000,0.66,100000,0.66
DC1294,43.055,-75.644,2.94,120900,150000,0.6,100000,0.54,100000,0.54
DC1295,42.479,-75.038,4.96,121700,150000,0.61,100000,0.55,100000,0.55
DC1296,41.048,-73.93,2.10,150800,150000,0.75,100000,0.68,100000,0.68
DC1297,42.758,-78.77,2.77,143700,150000,0.72,100000,0.65,100000,0.65
DC1298,43.425,-76.479,3.79,119100,150000,0.6,100000,0.54,100000,0.54
DC1299,44.748,-73.442,4.92,150800,150000,0.75,100000,0.68,100000,0.68
DC1300,41.717,-73.924,1.80,227700,150000,1.14,100000,1.02,100000,1.02
DC1301,43.323,-73.724,0.84,149800,150000,0.75,100000,0.67,100000,0.67
DC1302,40.941,-72.651,6.10,217600,150000,1.09,100000,0.98,100000,0.98
DC1303,43.156,-77.612,4.95,131500,150000,0.66,100000,0.59,100000,0.59
DC1304,43.221,-75.458,4.66,118200,150000,0.59,100000,0.53,100000,0.53
DC1305,40.658,-73.739,6.44,149400,150000,0.75,100000,0.67,100000,0.67
DC1306,43.096,-73.724,6.48,143100,150000,0.72,100000,0.64,100000,0.64
DC1307,42.777,-73.907,7.04,156300,150000,0.78,100000,0.7,100000,0.7
DC1308,42.48,-73.736,6.60,228400,150000,1.14,100000,1.03,100000,1.03
DC1309,42.521,-78.725,3.18,143000,150000,0.72,100000,0.64,100000,0.64
DC1310,40.631,-74.174,6.92,148300,150000,0.74,100000,0.67,100000,0.67
DC1311,40.898,-73.106,7.95,218400,150000,1.09,100000,0.98,100000,0.98
DC1312,40.834,-73.501,6.77,142300,150000,0.71,100000,0.64,100000,0.64
DC1313,43.07,-76.174,7.02,121000,150000,0.61,100000,0.54,100000,0.54
DC1314,42.734,-73.583,7.58,230800,150000,1.15,100000,1.04,100000,1.04
DC1315,43.147,-75.178,1.10,115900,150000,0.58,100000,0.52,100000,0.52
DC1316,42.064,-76.016,3.58,133800,150000,0.67,100000,0.6,100000,0.6
DC1317,43.996,-75.923,0.21,121100,150000,0.61,100000,0.54,100000,0.54
DC1318,42.048,-76.526,2.61,121100,150000,0.61,100000,0.54,100000,0.54
DC1319,43.232,-77.447,0.95,131700,150000,0.66,100000,0.59,100000,0.59
DC1320,42.394,-73.807,4.92,224300,150000,1.12,100000,1.01,100000,1.01
DC1321,43.039,-77.688,5.37,130800,150000,0.65,100000,0.59,100000,0.59
DC1322,40.745,-73.571,6.50,140000,150000,0.7,100000,0.63,100000,0.63
